"Name"	"lods"	"F.p.value"
"212854_x_at"	48.6210392129	"1.17458474729444e-26"
"DCUN1D4"	3.6754989613	"7.86313664069501e-07"
"GRAMD4"	96.3872152237	"1.62883951877551e-47"
"SUB1"	282.14291817	"2.37536123457867e-128"
"PAQR4"	4.3732918119	"3.81549930424585e-07"
"MT1E"	56.2981073351	"5.14752527792916e-30"
"ZDHHC18"	115.3381670395	"8.95924628938033e-56"
"MFSD5"	10.2765380306	"8.76601560440991e-10"
"CDS2"	130.3372215216	"2.62194000424674e-62"
"CTBP1"	223.4006882532	"8.31355608985311e-103"
"CDS2"	2.7461835241	"2.06448925260591e-06"
"COL14A1"	2.8191132603	"1.91368371288513e-06"
"R3HCC1"	35.254812112	"8.4460335703529e-21"
"212867_at"	34.1993811146	"2.45367503933203e-20"
"212868_x_at"	10.5535248338	"6.60064379660631e-10"
"TPT1"	557.166582979	"6.92157090547191e-248"
"SOS2"	-6.2362999368	0.0322576745
"MAPKAPK5"	30.8450943428	"7.28919265942409e-19"
"MED20"	11.0688750209	"3.8944475112092e-10"
"HMHA1"	176.9673058168	"1.31791095318370e-82"
"212874_at"	79.9909908806	"2.30949632390215e-40"
"C2CD2"	-4.9856330397	0.0077779612
"B4GALT4"	-6.933902542	0.0740553534
"KLC1"	28.240388391	"1.01724526217554e-17"
"KLC1"	248.3031749591	"1.22967312933632e-113"
"PIAS4"	1.5433151973	"7.23367649742717e-06"
"WDR7"	28.0964289625	"1.17685649656867e-17"
"PIAS4"	42.8839013076	"3.81928203383865e-24"
"KLHL18"	-6.7161324853	0.0568859725
"212883_at"	403.0983140933	"6.27851808357258e-181"
"APOE"	380.8998483336	"2.79296183809133e-171"
"MPHOSPH10"	2.721927067	"2.11724461595831e-06"
"CCDC69"	-7.1737650287	0.0996297977
"SEC23A"	53.4925777306	"8.67919439381319e-29"
"DICER1"	152.0046783648	"9.64584412879288e-72"
"GADD45GIP1"	167.8250113639	"1.25427560268486e-78"
"SLC38A10"	184.9688901066	"4.3470018780429e-86"
"GADD45GIP1"	203.9442195279	"2.41457317897695e-94"
"ZNF282"	-1.174529171	0.0001260825
"ZZZ3"	-8.5291364574	0.9556727741
"SUPV3L1"	-4.6851868572	0.0055704323
"ABR"	270.9217475253	"1.79711230059066e-123"
"SKIV2L2"	38.7698058648	"2.42647175509937e-22"
"CDC2L6"	40.2468953752	"5.46356527501084e-23"
"KIAA0406"	68.5380101933	"2.30775795649152e-35"
"CDC2L6"	-8.4215808643	0.6405585434
"SEC24A"	77.4498457782	"2.96816422553836e-39"
"CSTF2T"	30.696842881	"8.46855429059275e-19"
"SEC24A"	37.2873344309	"1.08402042703128e-21"
"LRRC47"	339.2669882086	"3.48592018203405e-153"
"CSTF2T"	4.5287678909	"3.24830480600270e-07"
"GRAMD1B"	84.4081870055	"2.73043834652638e-42"
"SLC30A1"	52.6254204674	"2.07863960273301e-28"
"DNAJC16"	45.6281953577	"2.39914910091842e-25"
"LYPD1"	31.9855748585	"2.30006292998313e-19"
"THAP11"	32.1614100485	"1.92540209188914e-19"
"DNAJC16"	-8.3187194028	0.5151683885
"RPS6KA2"	3.962362451	"5.84010253650996e-07"
"212913_at"	271.5389682244	"9.68739627996192e-124"
"CBX7"	-8.1851604743	0.4060150578
"PDZRN3"	-8.3175046261	0.5139668357
"PHF8"	3.2710588617	"1.19645145739792e-06"
"RECQL"	66.2132633716	"2.39088189905882e-34"
"RECQL"	43.3983361694	"2.27316089046855e-24"
"DCP2"	13.7647764469	"2.47659813978135e-11"
"212920_at"	9.8121151085	"1.41089548856439e-09"
"SMYD2"	203.9544861483	"2.38986989257466e-94"
"SMYD2"	30.879525435	"7.0396906978494e-19"
"C6orf145"	11.788925253	"1.86430793185649e-10"
"LSM4"	150.5839765091	"4.00686892094626e-71"
"C19orf21"	-7.3546107216	0.1252762051
"SMC5"	53.0688600372	"1.32987522111478e-28"
"SMC5"	-6.0052660497	0.0246769591
"TSPYL4"	-7.4602009902	0.1435871465
"212929_s_at"	10.3450876134	"8.17154953789079e-10"
"ATP2B1"	5.8896152931	"7.9611718285193e-08"
"TCF20"	132.0256512881	"4.82278078537634e-63"
"RAB3GAP1"	1.3538399252	"8.81784307626133e-06"
"RPL13"	510.1244851926	"1.92351531134702e-227"
"UBXN2B"	-7.3477465639	0.124179295
"MCF2L"	26.6437046206	"5.12456837714049e-17"
"FAM172A"	16.1935304023	"2.08152472041724e-12"
"COL6A1"	23.2657578351	"1.57306374020702e-15"
"COL6A1"	46.8844471202	"6.76139025577137e-26"
"COL6A1"	19.4592143352	"7.5045804222762e-14"
"COL6A1"	-7.1030435441	0.0912161508
"KIAA1199"	-8.1362611546	0.3746594657
"KIAA0528"	2.3147147584	"3.23497953526458e-06"
"SLC5A3"	-3.3207422342	0.0012528218
"MGA"	-7.2017269376	0.1031868093
"KIAA0564"	-8.3997657484	0.6090200175
"SLC9A8"	-5.7589192163	0.0186006383
"CAMTA2"	97.7644043528	"4.08732569718231e-48"
"NCAPH"	21.8532822055	"6.5951772614437e-15"
"GPR116"	-1.3809208045	0.0001569419
"GPR116"	-7.4745936642	0.1463078845
"CALR"	121.1660555266	"2.58997560678481e-58"
"CALR"	204.0773565436	"2.11311953497318e-94"
"DYRK4"	-7.216890042	0.105173619
"POLR2I"	266.8569356726	"1.05191609045004e-121"
"TBC1D9"	50.0239482423	"2.85716872629817e-27"
"LOC92249"	-0.9473993116	"9.91235443772589e-05"
"PAM"	24.8906808841	"3.02787457422116e-16"
"GNPTAB"	84.921714869	"1.63006350000616e-42"
"TBC1D9"	24.6280351274	"3.95158876104889e-16"
"CXorf40B"	67.2857716398	"8.1301710925682e-35"
"SYDE1"	268.80474437	"1.49643137777242e-122"
"TM2D1"	242.8449059312	"2.90674624032207e-111"
"HIC2"	101.4394551904	"1.02170940036707e-49"
"HIC2"	68.6093389833	"2.14802543152359e-35"
"HIC2"	29.5299457806	"2.7577530390527e-18"
"NAP1L1"	241.714809946	"9.01277642784531e-111"
"RFNG"	231.6825164182	"2.07889210972157e-106"
"EML3"	143.6884628021	"4.02551141403209e-68"
"APBB2"	-7.995487193	0.3010689089
"CARS"	118.6828614982	"3.12658037794864e-57"
"APBB2"	75.6631828298	"1.78775136342861e-38"
"RPIA"	4.0645455331	"5.25329257832512e-07"
"DENND3"	211.8974924798	"8.37906085946725e-98"
"DENND3"	49.53776157	"4.66325962755926e-27"
"LRRC8B"	176.248239993	"2.70886855978395e-82"
"CXCR7"	-6.3135247786	0.0353035001
"LRRC8B"	-2.4887044946	0.0005114635
"FAM115A"	12.8284071855	"6.44314469802006e-11"
"USP34"	-7.1611867842	0.0980735974
"FAM115A"	3.566334905	"8.80602482712572e-07"
"ZDHHC17"	47.0118985081	"5.94621200223976e-26"
"HRAS"	69.7637346797	"6.72843919982087e-36"
"ATF2"	82.6655484562	"1.57221166243017e-41"
"APBB2"	6.5314389381	"4.10748175783492e-08"
"TLK2"	51.1240265912	"9.43187390618803e-28"
"FBXO9"	-6.7399307015	0.0585365878
"ACTG1"	603.0004816101	"8.3405801915705e-268"
"SGMS1"	30.9198335226	"6.75843461503159e-19"
"SYNJ1"	-0.8515675779	"8.95660295780545e-05"
"FBXO9"	36.7698421374	"1.82813307857557e-21"
"AHNAK2"	15.7734481417	"3.19335685565293e-12"
"NACC2"	23.9757594245	"7.6560061421136e-16"
"THOC2"	-7.077634331	0.0883845534
"FAM128B"	616.2793579166	"1.41329070827305e-273"
"URB1"	64.1576804895	"1.89031059878019e-33"
"TLK2"	-8.4003982591	0.6098863028
"HLA-DQB1"	94.878368956	"7.40900274116749e-47"
"HLA-DQB1"	3.8803550806	"6.35825853851163e-07"
"MORC3"	65.8970593063	"3.28609683667348e-34"
"ANGPTL2"	24.0734060562	"6.93423044817987e-16"
"MARCKS"	5.7180751542	"9.50285575204618e-08"
"CEBPD"	90.3564999254	"6.94448404388512e-45"
"ANGPTL2"	-3.2544698549	0.0011661609
"KANK1"	-8.4735553612	0.7354630144
"CEBPD"	1.0649182029	"1.19298781302296e-05"
"FANCI"	-8.0006492383	0.3034117562
"FANCI"	4.2717825552	"4.2383808016368e-07"
"TRIM37"	-6.660256999	0.0532015304
"PRKCDBP"	63.4050567186	"4.03047252063967e-33"
"TPI1"	409.6417837705	"8.9931026525077e-184"
"NEDD4"	0.5483417764	"2.05006669066163e-05"
"213013_at"	-6.0242160929	0.0252224677
"MAPK8IP1"	75.7643877363	"1.61484946682506e-38"
"BBX"	3.9474848046	"5.9308564684085e-07"
"BBX"	9.6220013397	"1.71451617524277e-09"
"ABHD3"	-6.5268764908	0.0453895872
"GATAD1"	-4.1956515713	0.0032482849
"RANBP6"	107.0464005639	"3.67675062737401e-52"
"GOSR1"	127.1099301861	"6.67145494870127e-61"
"GOSR1"	101.3495417292	"1.11820560741833e-49"
"UTRN"	28.1814024323	"1.07984384413571e-17"
"UTRN"	130.1076268887	"3.30077152626331e-62"
"TMF1"	-7.5887136436	0.1700742701
"THUMPD1"	15.9868391371	"2.56936005500057e-12"
"ATG12"	40.8711538791	"2.90993504727902e-23"
"TROVE2"	-3.4275923721	0.0014064942
"NFRKB"	-7.1133487127	0.0923924909
"NFIB"	-8.4194825342	0.637364622
"PLXNA2"	17.98729906	"3.35242572982746e-13"
"WDR73"	13.7505556644	"2.51280724634742e-11"
"NFIB"	-5.3988242201	0.0123617098
"NFIB"	-7.2951776109	0.1161230906
"QSK"	-6.0708188386	0.0266179443
"ANKRD28"	118.2874348545	"4.64878781160434e-57"
"ATP2A3"	-4.2665618354	0.003511129
"STAU1"	244.2743835355	"6.9465179612016e-112"
"RNF19B"	97.8106361692	"3.90196441541979e-48"
"ARHGEF18"	123.7462527335	"1.94690121980483e-59"
"NPTXR"	-8.3913489539	0.5977365156
"ATP5D"	422.2495030393	"2.98104644257034e-189"
"ATP2A3"	63.8453908415	"2.58803635659088e-33"
"MED24"	41.0628562293	"2.39813098531728e-23"
"ROCK1"	-0.4907712397	"6.1179405466863e-05"
"MAST3"	-1.8019128514	0.000245557
"PABPN1"	3.1458578685	"1.36261460741507e-06"
"SET"	205.7384484729	"4.00252625227223e-95"
"SET"	392.9440480034	"1.62629919832380e-176"
"GARNL1"	5.6808538999	"9.87503891614663e-08"
"COBL"	-8.0759000816	0.3404413627
"ZC3HAV1"	13.8765707259	"2.20954790570391e-11"
"PRKAR2A"	38.1589592905	"4.49578339430085e-22"
"HAUS5"	6.9456471905	"2.68093645586158e-08"
"HAUS5"	468.0123229271	"3.85180473237701e-209"
"CD47"	40.2467745593	"5.46423148216326e-23"
"FRMD4B"	-8.4571113319	0.7014056425
"ATPAF2"	87.8321360129	"8.76280739401258e-44"
"TTC28"	56.5495189214	"3.99644469344563e-30"
"CREB3L1"	-8.331641017	0.5282615377
"CHI3L2"	-6.2166136047	0.0315260105
"NTAN1"	96.0965040272	"2.18086958954818e-47"
"NTAN1"	38.1660432597	"4.46374276048201e-22"
"213063_at"	5.3518113299	"1.38705149316311e-07"
"ZC3H14"	135.2623168665	"1.87838784469852e-64"
"ZFC3H1"	0.4164267406	"2.35453145489390e-05"
"RUSC2"	10.3776978054	"7.90309142871387e-10"
"MYH10"	-3.8289160402	0.0021754081
"DPT"	-5.3767422961	0.0120577126
"HEG1"	57.0822982636	"2.33742133683927e-30"
"PIK3C2A"	10.2370134491	"9.12825959622535e-10"
"DPT"	-8.4955359896	0.7909996979
"CYHR1"	48.561053773	"1.24778070306623e-26"
"ZFYVE26"	84.613628898	"2.22129918444392e-42"
"PHIP"	50.5721133802	"1.64466658794644e-27"
"OLFML2A"	43.1789708357	"2.83610346025275e-24"
"ITPKC"	47.4634439258	"3.77200134505660e-26"
"YTHDC2"	0.8756864489	"1.45446926413030e-05"
"LPCAT4"	20.9121168653	"1.71491263235004e-14"
"TSR2"	98.0305499989	"3.1290088622146e-48"
"RPL5"	293.9159704151	"1.80804462936836e-133"
"ZBTB22"	86.0123074962	"5.45069109422888e-43"
"SLC35D2"	15.4321671587	"4.52159667334345e-12"
"SLC35D2"	10.7384365178	"5.46201259670383e-10"
"RPL23A"	666.4627815115	"2.18842648888404e-295"
"WWC1"	8.5445098323	"5.17974426104447e-09"
"CSNK1A1"	216.5664719308	"7.80413348487408e-100"
"EEF1D"	-7.5736634145	0.1667010492
"DNAJC9"	20.2719634104	"3.28580476721641e-14"
"LOC100272216"	45.7396631892	"2.14412017613516e-25"
"TAF4"	97.363082586	"6.11515380445378e-48"
"CRTC1"	-6.335161728	0.0362097464
"DNAJC9"	14.3798247576	"1.32220940364790e-11"
"PRKCA"	123.2776465357	"3.11505753485552e-59"
"GPR126"	14.0131145298	"1.92215314258126e-11"
"AIF1"	12.2050804496	"1.21822964638105e-10"
"TMCC2"	325.2617182644	"4.26905692356530e-147"
"DNAJC2"	-6.4430859849	0.041108429
"RQCD1"	5.6019086782	"1.07134889279364e-07"
"ANGEL1"	139.4422651967	"2.84212550234082e-66"
"UNC5B"	121.7176919853	"1.48933444832800e-58"
"ACTR3"	398.1084084803	"9.25993767783292e-179"
"ACTR3"	217.0670994898	"4.72684321031504e-100"
"STARD13"	-8.0089038159	0.3072073914
"C16orf42"	71.1493924184	"1.67054075245865e-36"
"C16orf42"	61.7451499659	"2.14118518552903e-32"
"ATP8A1"	94.3663180455	"1.23888875225529e-46"
"TNIK"	32.1310143818	"1.98549804416121e-19"
"CAMK2A"	261.5709205433	"2.09137649158444e-119"
"TNIK"	224.5744786966	"2.56604590495961e-103"
"COL4A5"	-4.8943851882	0.0070262941
"PIKFYVE"	1.3821068512	"8.56106304020807e-06"
"SQSTM1"	3.9275443512	"6.05471524590672e-07"
"SLC43A3"	53.0900093667	"1.30184738686651e-28"
"RER1"	244.8286522646	"3.987794244998e-112"
"ATG4A"	27.6271347548	"1.89273891218288e-17"
"NEK3"	-7.8769771782	0.2530718163
"KLHL9"	41.9562720384	"9.73618440110096e-24"
"UHRF1BP1L"	27.3143982952	"2.59796011741829e-17"
"SLC36A1"	30.0767076338	"1.58591306691828e-18"
"UHRF1BP1L"	687.9515773199	"1.00143639636104e-304"
"SNRNP70"	-1.7057060936	0.0002216496
"TSPYL5"	-6.8596884856	0.0676531171
"MFAP3"	-3.9848983736	0.0025790889
"ZNF473"	109.1391086098	"4.50253747179461e-53"
"OLFML2B"	68.4691764757	"2.47315657708098e-35"
"MED8"	-0.5078217865	"6.22902252151744e-05"
"MED8"	5.6715021843	"9.9708226793954e-08"
"UBE3A"	39.52618791	"1.13078998345119e-22"
"213129_s_at"	36.2271995256	"3.16255505564322e-21"
"ZNF473"	114.200715329	"2.80456538317033e-55"
"OLFM1"	-7.3720140495	0.128105887
"MCAT"	136.7682651809	"4.14960258208611e-65"
"GCSH"	0.5875519425	"1.96743594885533e-05"
"BTG3"	-3.4248311513	0.0014022922
"TIAM1"	2.8213729927	"1.90919180122614e-06"
"PTPN2"	-7.3901640398	0.1311330008
"PTPN2"	84.3153485372	"2.99732665266848e-42"
"ARID5A"	213.3377134255	"1.98030436653444e-98"
"SNAI2"	8.0165733687	"8.90951535970008e-09"
"SS18L1"	10.3711998116	"7.95587122213006e-10"
"PSKH1"	112.5396966024	"1.48461180326054e-54"
"PION"	-4.9683709844	0.0076297086
"C2orf72"	53.6871340326	"7.13485217803148e-29"
"GOSR2"	15.7078070653	"3.41425384743150e-12"
"FBXL14"	-8.5172880426	0.8700442263
"KDM6B"	112.9584797155	"9.75292762213617e-55"
"HOXA10"	33.2244565969	"6.57300678481634e-20"
"C2orf72"	13.2492875102	"4.19187860772557e-11"
"DLAT"	20.6903849235	"2.14806079811071e-14"
"HOXA10"	-7.9604572892	0.2857681481
"SEPT7"	160.9326695288	"1.25351574931104e-75"
"SFRS2B"	52.1626043171	"3.31310261174176e-28"
"SETD1B"	172.0733589442	"1.77643898216676e-80"
"BICD2"	3.8730773915	"6.40641132818744e-07"
"WSCD1"	378.3625869512	"3.5389123975325e-170"
"213156_at"	-8.3917369618	0.5982469917
"WSCD1"	40.3971486045	"4.69485081686872e-23"
"213158_at"	-6.5781842318	0.0482407385
"PCNX"	3.3946146287	"1.05239821903453e-06"
"DOCK2"	-8.5276063374	0.9375066187
"TSTD2"	12.6162534805	"8.00261171873165e-11"
"DYNC1LI2"	250.4143528604	"1.48501900197089e-114"
"SLC5A3"	2.4369089045	"2.84839878875686e-06"
"CEP350"	70.4489120921	"3.37845939513137e-36"
"FAM128A"	626.8645587205	"3.54727782803345e-278"
"213167_s_at"	492.0351781885	"1.39800050811456e-219"
"SP3"	272.6329292238	"3.24006618935672e-124"
"SEMA5A"	18.0463242057	"3.15704435033965e-13"
"GPX7"	50.3209234226	"2.11830073055672e-27"
"MMP24"	-1.0392758754	0.0001092495
"TTC9"	50.6117260738	"1.58032143847403e-27"
"PCNX"	16.8603641612	"1.05550181165050e-12"
"TTC9"	12.4922465535	"9.08371766230622e-11"
"SNRPB"	505.3818402916	"2.21407562710220e-225"
"LTBP4"	-6.1261399185	0.0283792832
"MAPK8IP3"	-2.0024047143	0.0003040705
"MAPK8IP3"	3.8129723099	"6.81833685822024e-07"
"RQCD1"	28.9002384614	"5.21596648119935e-18"
"GOSR2"	112.8459433504	"1.09186926828816e-54"
"MOCS1"	34.9608717126	"1.13666621392398e-20"
"CDKN1C"	6.795629254	"3.1288020230961e-08"
"CDKN1C"	-7.9570464263	0.2843318003
"SENP5"	-8.5084844896	0.8331900743
"KIAA0556"	14.041115129	"1.86800997455921e-11"
"DZIP3"	24.9792018236	"2.76801239070993e-16"
"FTL"	714.5773444273	"2.68010879886981e-316"
"MINA"	7.4315573637	"1.62592162881548e-08"
"213189_at"	-4.297409749	0.0036321284
"COG7"	74.1282449936	"8.36241792888366e-38"
"TICAM1"	106.0761268803	"9.73497043587317e-52"
"THAP3"	4.4652796556	"3.46892367324343e-07"
"213193_x_at"	4.9347662529	"2.13434877054582e-07"
"ROBO1"	-8.082590488	0.3440182823
"LOC201229"	106.765996428	"4.87158245857474e-52"
"ZNF629"	52.0724754003	"3.62796058392612e-28"
"ASTN1"	655.9594124007	"8.03627763151806e-291"
"ACVR1B"	52.984770303	"1.44741274445085e-28"
"C2CD3"	-7.0410604426	0.0844746502
"SYP"	0.1980611645	"2.96168566873312e-05"
"TNNT1"	-4.2445306175	0.0034272283
"SETD1A"	-0.2601171846	"4.79699447078166e-05"
"SNAPC5"	0.8434788481	"1.50439155695772e-05"
"CUL9"	28.3144523364	"9.43760008256177e-18"
"RAD54L2"	45.6467998117	"2.35456615007437e-25"
"GOSR2"	53.5265169987	"8.38754793763712e-29"
"GOSR2"	86.2014771751	"4.50746421328097e-43"
"KIAA0240"	-5.7326576386	0.018051396
"TAF6L"	60.6720874549	"6.3036494864934e-32"
"TAF6L"	-4.354827808	0.0038687627
"TAF6L"	3.7340566129	"7.39978012584021e-07"
"213212_x_at"	-8.0317042443	0.3180174009
"DIDO1"	18.4222977553	"2.15373052687466e-13"
"ACTG1"	575.4680751311	"7.70156326593962e-256"
"AP3S2"	-4.0933566216	0.0029038885
"OTUD3"	196.3847916453	"4.69263997921851e-91"
"ADCY2"	54.7870724943	"2.35686868453879e-29"
"ZNF187"	29.6719963519	"2.38850863025943e-18"
"ADCY2"	619.6249639097	"4.96857952248159e-275"
"NCRNA00081"	43.0052471985	"3.37927476136975e-24"
"SIK2"	101.8001492607	"7.11374407732248e-50"
"PLCB1"	18.3155142464	"2.40082096630403e-13"
"RPL28"	9.9897829085	"1.17600382731294e-09"
"NCRNA00081"	-3.3147369447	0.0012447074
"PPM1B"	-5.3557828113	0.0117762685
"CCNA2"	-4.2103238476	0.0033009786
"PGRMC2"	-7.9604496134	0.2857649055
"PDE8B"	14.4866312403	"1.1857263655712e-11"
"DICER1"	30.9048226647	"6.86183712623077e-19"
"CDR2L"	48.5654277011	"1.24229264557917e-26"
"DMWD"	44.68728688	"6.19563518833106e-25"
"KIAA1467"	241.8555848523	"7.82778307518198e-111"
"KLHL9"	57.559854702	"1.44529326737696e-30"
"KIAA1467"	0.2253673372	"2.8778872340732e-05"
"C16orf88"	-6.4963259866	0.0437767276
"SASH1"	35.2983279387	"8.08274706630626e-21"
"C16orf88"	-7.5252780926	0.15636335
"ATP10D"	63.4727131051	"3.76526741618319e-33"
"PIBF1"	-3.9215089321	0.0024065867
"KRT4"	315.684828881	"6.21598329521236e-143"
"PLXNC1"	22.078553234	"5.24711559531028e-15"
"KIAA0284"	32.2050351168	"1.84231558584098e-19"
"VPS13B"	-2.3042189915	0.0004197749
"SCAMP4"	93.947118178	"1.88721913980804e-46"
"ADCY1"	-2.5739925375	0.0005604444
"C14orf109"	23.4870153792	"1.25682632863194e-15"
"SVEP1"	82.8067489209	"1.36428543452724e-41"
"LOC730101"	36.2546891592	"3.07594831892493e-21"
"FBXL7"	4.1394581616	"4.86098301169688e-07"
"CCDC85B"	62.2295570224	"1.31516470158259e-32"
"SMARCA5"	20.7004379894	"2.12623847465585e-14"
"SH3PXD2A"	-8.5192629362	0.8799276948
"SMC2"	4.0064385381	"5.57932787854674e-07"
"TNRC6B"	22.2558815702	"4.38285467879344e-15"
"MARCH3"	95.2437818145	"5.13369171676933e-47"
"SARM1"	-0.9394709734	"9.82953067540626e-05"
"TFPI"	-8.3552543212	0.5538023304
"213259_s_at"	21.026416351	"1.52696729788699e-14"
"FOXC1"	37.6048431485	"7.86669627497173e-22"
"LBA1"	17.2527484773	"7.07918958073848e-13"
"SACS"	87.5851713896	"1.12296099455497e-43"
"PCBP2"	27.2817299583	"2.68535026745314e-17"
"PCBP2"	-7.8967991223	0.260394782
"213265_at"	118.1089596261	"5.56024910815229e-57"
"TUBGCP4"	49.4415077108	"5.13820823100859e-27"
"DOPEY1"	472.0270640592	"6.93230346417797e-211"
"CAMTA1"	85.9408632324	"5.85621598728824e-43"
"ZNF248"	5.0665316711	"1.86255359758793e-07"
"MPP2"	85.6398064334	"7.92402464443312e-43"
"DOPEY1"	-7.8260142843	0.2353716205
"TMEM159"	-8.3535065647	0.5518340427
"ODZ4"	8.6522013335	"4.63749783381076e-09"
"CTSB"	120.1885815113	"6.9041681610927e-58"
"CTSB"	326.516064306	"1.21636480248804e-147"
"CAMK2B"	-3.5009464086	0.0015229167
"ZFP36L1"	121.882385741	"1.26255176333357e-58"
"MTMR9"	64.4362352148	"1.42836035107230e-33"
"DHRS1"	2.6791912698	"2.21350260110317e-06"
"GARNL4"	29.9449649063	"1.81205031093815e-18"
"JUN"	-7.6101572811	0.1750167398
"APOOL"	179.3167996441	"1.25176683399750e-83"
"SALL2"	39.1872989236	"1.59199741110418e-22"
"ZFP36L1"	331.828863164	"5.96482415010838e-150"
"TMEM30B"	-8.5205499435	0.8868476591
"ZFR"	87.7086611628	"9.9197457704849e-44"
"KRT10"	29.8200710664	"2.05614527208718e-18"
"MBOAT2"	-3.7297563675	0.0019527165
"APOOL"	-8.1459403311	0.3805852144
"COL6A2"	78.082281812	"1.57207198974241e-39"
"UBE3A"	3.2553310423	"1.21615435945542e-06"
"SNX13"	-6.6222162931	0.0508383099
"TRIM22"	9.0218799804	"3.17310931144052e-09"
"EIF2AK2"	36.0951914611	"3.61366627197999e-21"
"CYLD"	-1.130272189	0.0001203051
"RER1"	258.5707475766	"4.21686754753584e-118"
"213297_at"	151.3410791777	"1.87593830504743e-71"
"NFIC"	28.1624913372	"1.10071784377862e-17"
"ZBTB7A"	28.5189493139	"7.67279439722387e-18"
"ATG2A"	104.3882126568	"5.29672253843885e-51"
"TRIM24"	-8.5190926755	0.879042742
"PFAS"	11.4751589315	"2.56978393572584e-10"
"ZBTB7A"	260.7153710334	"4.92545543469628e-119"
"FAM179B"	-7.6387000505	0.1818545035
"PPP2R5C"	-0.2740704141	"4.86805563895569e-05"
"MPDZ"	13.1364648563	"4.70376716853899e-11"
"SHANK2"	177.9702594107	"4.82453329087344e-83"
"SHANK2"	-5.616989946	0.0158243506
"PLCL2"	-4.1963314319	0.0032507075
"EIF2C2"	17.8450644606	"3.87440812884221e-13"
"TCF25"	127.927161528	"2.93952391618420e-61"
"C6orf162"	-8.5016715944	0.8097316708
"RABGAP1"	79.1794178874	"5.22003296430043e-40"
"C6orf162"	472.5809254972	"3.98265290641726e-211"
"CXorf40A"	70.3300293352	"3.8074127586917e-36"
"KIAA1462"	-3.3874730667	0.0013466744
"CLIC5"	151.5303148262	"1.55181534749685e-71"
"BAT3"	458.0643723193	"8.1098910295531e-205"
"CSDA"	10.0749641045	"1.07770050798480e-09"
"PRMT3"	119.4294321287	"1.47851869699883e-57"
"BCKDHB"	205.990146237	"3.1106018875524e-95"
"C6orf130"	17.4665351166	"5.69491162912055e-13"
"ZC3H7B"	36.029317253	"3.86230656633478e-21"
"SRC"	30.2528739713	"1.32700166895061e-18"
"PVRL3"	324.1839751115	"1.25554413865707e-146"
"VAMP1"	-8.5258240618	0.9215095586
"USP12"	107.8355309017	"1.66552641297489e-52"
"NEK1"	69.6939637119	"7.21742095166435e-36"
"SRGAP2"	75.6718555778	"1.77223588454789e-38"
"STIP1"	107.2622750838	"2.96061858074903e-52"
"NEK1"	-4.6412875784	0.0053062613
"PAPPA2"	402.415375075	"1.24359886709026e-180"
"MDH2"	4.5045714939	"3.33067704468412e-07"
"HAUS7"	40.2104226829	"5.66841989488718e-23"
"ST3GAL6"	94.4235213707	"1.16974003345890e-46"
"BAZ1B"	-5.7894399628	0.0192607072
"SOCS1"	0.3088246764	"2.63625020812729e-05"
"TMEM158"	-5.4734652773	0.0134488645
"KIAA0495"	43.586836322	"1.87958336207884e-24"
"KIAA0495"	-0.6136588627	"6.9653930886304e-05"
"FEM1C"	22.8686412203	"2.35349818030770e-15"
"YAP1"	-8.4002456933	0.6096771068
"GDPD5"	12.0828558525	"1.38036201665122e-10"
"H2AFX"	157.4323261963	"4.18506400513180e-74"
"NFATC4"	18.9470536668	"1.26311227795418e-13"
"C13orf27"	57.0753600007	"2.35380454651827e-30"
"RPS4X"	441.7915646365	"9.5764518073097e-198"
"CDKN1C"	-1.3635577566	0.0001540757
"TMCC1"	-8.3930446225	0.5999741267
"RPS11"	-7.8873988825	0.2568898344
"TMCC1"	6.5807641149	"3.90394163011947e-08"
"TMCC1"	138.6254692572	"6.44615332183809e-66"
"ABCA5"	81.2064852871	"6.80973244526018e-41"
"NR2F6"	-5.4881204258	0.0136736133
"ST3GAL6"	51.5578990949	"6.09224425994777e-28"
"213356_x_at"	387.3475491309	"4.40185948837418e-174"
"GTF2H5"	70.7306342647	"2.54509501438744e-36"
"KIAA0802"	-7.6270529301	0.1790276788
"HNRNPD"	16.128042109	"2.22511809534320e-12"
"213360_s_at"	120.5140638092	"4.98104686366688e-58"
"TDRD7"	5.5091142498	"1.17906972013595e-07"
"PTPRD"	284.3910358578	"2.50209567243103e-129"
"CA5BP"	212.2044995155	"6.16103349245827e-98"
"SNX1"	-7.6533562072	0.1854854184
"ERI2"	-7.6957746963	0.1964791718
"ATP5C1"	307.9257475185	"1.4674687441734e-139"
"ZNF783"	-4.7804136811	0.0061905623
"PPFIA3"	-2.0606969885	0.0003235878
"PCDH21"	197.0132948309	"2.50028596051463e-91"
"SFMBT1"	-8.2598339418	0.4619263303
"LDB3"	398.3797194786	"7.05810897448915e-179"
"PAQR3"	83.4225048601	"7.34948183955266e-42"
"CASP8"	53.8928564181	"5.79974609225594e-29"
"HIBCH"	-4.7283826862	0.0058434703
"N4BP2L1"	35.3087806856	"7.99783752310537e-21"
