"Name"	"coefficients"	"df.residual"	"sigma"	"stdev.unscaled"	"Amean"	"s2.post"	"t"	"p.value"	"lods"	"F"	"F.p.value"
"CALM3"	0.4486602054	1189	0.4706223885	0.1314473217	8.9720868731	0.221181645	7.2575705715	"7.08604212284998e-13"	17.2517979271	52.672330601	"7.08604212284998e-13"
"CALM3"	1.3757071682	1189	0.4284357144	0.1314473217	8.9411749605	0.1833513366	24.4417455531	"2.7998651509284e-107"	233.6845485153	597.3989256836	"2.7998651509284e-107"
"MATR3"	1.7664645497	1189	0.4526191902	0.1314473217	9.9503834398	0.204603274	29.7096062009	"1.27871318523349e-145"	321.8653079463	882.6607006146	"1.27871318523349e-145"
"CAP1"	2.2424789074	1189	0.3995390429	0.1314473217	11.036804505	0.1594874184	42.7182458836	"1.29968310583e-242"	545.031780357	1824.8485313684	"1.29968310583e-242"
"MATR3"	1.3141117697	1189	0.4119897462	0.1314473217	9.8621463565	0.1695654252	24.2779443654	"4.03695776576478e-106"	231.0197992036	589.4185826099	"4.03695776576478e-106"
"PTGES3"	2.4488608628	1189	0.5159358032	0.1314473217	11.0223090454	0.2657705011	36.1375729485	"1.00901144454806e-193"	432.535634643	1305.9241786074	"1.00901144454812e-193"
"WARS"	0.9146282437	1189	0.6285946868	0.1314473217	9.2679517995	0.3943789923	11.0799035598	"3.17951043913267e-27"	49.9178560368	122.7642628943	"3.17951043913267e-27"
"WARS"	1.2311337744	1189	0.6559596559	0.1314473217	9.7816272082	0.4294399906	14.2923045511	"6.88141455425504e-43"	85.7802562549	204.2699693816	"6.88141455425504e-43"
"SET"	1.1401443521	1189	0.4105366104	0.1314473217	10.9551580111	0.1683732699	21.1383714747	"1.74773824634751e-84"	181.2818403799	446.8307486024	"1.74773824634751e-84"
"SET"	1.6905876649	1189	0.5122943285	0.1314473217	10.9159714267	0.262035898	25.1249703735	"3.85730055687362e-112"	244.8618790123	631.2641362703	"3.85730055687362e-112"
"NDRG1"	0.7928360824	1189	0.7769687322	0.1314473217	9.5364598646	0.6023894728	7.7712875447	"1.66883221897317e-14"	20.9389368117	60.3929101025	"1.66883221897317e-14"
"UBB"	2.1051389117	1189	0.3665130544	0.1314473217	12.9438008159	0.1342531357	43.7085901624	"7.38369757969331e-250"	561.7040535073	1910.4408539882	"7.38369757969331e-250"
"PFN1"	4.2700496021	1189	0.5353449522	0.1314473217	11.2974030592	0.2861222644	60.7302895513	0	831.5860559621	3688.1680689843	0
"PTPRF"	1.2058978297	1189	0.59334543	0.1314473217	9.6736599343	0.3514177609	15.4755794217	"2.29118798082365e-49"	100.6348683424	239.4935584363	"2.29118798082365e-49"
"PTPRF"	1.0970996655	1189	0.586712877	0.1314473217	10.6448121701	0.3436111771	14.2383839549	"1.33171137249058e-42"	85.1229655853	202.7315776481	"1.33171137249058e-42"
"PTPRF"	1.9784853711	1189	0.8013974019	0.1314473217	9.1535937867	0.6408472701	18.8019906602	"2.8531344046151e-69"	146.3287075751	353.5148527853	"2.8531344046151e-69"
"YWHAZ"	2.8355439746	1189	0.6713223501	0.1314473217	10.621572521	0.4497779524	32.1651487269	"6.21215253850297e-164"	363.9961925692	1034.5967926212	"6.21215253850297e-164"
"YWHAZ"	1.3016440149	1189	0.5128249551	0.1314473217	10.6545910022	0.2625784486	19.3246192261	"1.35010212053061e-72"	153.9664374053	373.4409082355	"1.35010212053061e-72"
"YWHAZ"	1.268979541	1189	0.5255537234	0.1314473217	11.5556466989	0.2757615919	18.3838297756	"1.20306735270578e-66"	140.2997167311	337.9651972165	"1.20306735270578e-66"
"YWHAZ"	2.8768629481	1189	0.862430374	0.1314473217	9.9070285438	0.7421333406	25.4054247341	"3.79349513295187e-114"	249.4776994585	645.4356059179	"3.79349513295187e-114"
"SOD1"	1.902737531	1189	0.4626418007	0.1314473217	11.5390218558	0.2137528851	31.3091408572	"1.56471052441019e-157"	349.2694919776	980.2623012166	"1.56471052441019e-157"
"HDLBP"	1.2122511684	1189	0.3869847939	0.1314473217	9.6870231016	0.1496387059	23.8406942475	"4.86061333471725e-103"	223.9366194097	568.378702203	"4.86061333471725e-103"
"MARCKSL1"	1.2914123704	1189	0.4434267475	0.1314473217	11.3069504029	0.1963876975	22.1695083275	"1.85727376543178e-91"	197.3100784161	491.4870994824	"1.85727376543178e-91"
"GABARAP"	1.8930138175	1189	0.3230714751	0.1314473217	11.629291641	0.104373868	44.5765192183	"3.54437990616744e-256"	576.2436071574	1987.0660656158	"3.54437990616744e-256"
"NUCB1"	0.7215386492	1189	0.653524537	0.1314473217	7.7685307927	0.4262594769	8.4075766179	"1.18049184153273e-16"	25.8200639404	70.6873445861	"1.18049184153273e-16"
"200647_x_at"	2.1003781689	1189	0.4078889048	0.1314473217	11.5226516467	0.166211917	39.1935565837	"1.47301222742202e-216"	485.0799022211	1536.1348776768	"1.47301222742202e-216"
"GLUL"	1.6293156809	1189	0.8996515764	0.1314473217	9.842045467	0.8075507491	13.7933127531	"2.89678013779285e-40"	79.7655003589	190.2554767056	"2.89678013779285e-40"
"NUCB1"	1.4438897387	1189	0.4203110838	0.1314473217	9.8404781352	0.176473393	26.1482525304	"1.70480512359308e-119"	261.7750435392	683.7311103934	"1.70480512359308e-119"
"LDHA"	1.8920109762	1189	0.4626094246	0.1314473217	12.1367033992	0.2137230065	31.1348137907	"3.13446154886841e-156"	346.2747769033	969.3766297813	"3.13446154886841e-156"
"GNB2L1"	3.446375806	1189	0.506228862	0.1314473217	12.271200297	0.255874036	51.8319778836	"1.11776757298279e-307"	694.7442015836	2686.5539313311	"1.11776757298279e-307"
"SSR2"	1.94465448	1189	0.372508719	0.1314473217	11.2425392613	0.1386726179	39.7278762781	"1.5674446401452e-220"	494.2218716739	1578.3041535706	"1.5674446401452e-220"
"CALM1"	2.704997977	1189	0.6244778457	0.1314473217	10.598883563	0.389233616	32.9845096861	"4.51871364494386e-170"	378.1183761072	1087.9778792336	"4.51871364494386e-170"
"P4HB"	2.8158307944	1189	0.472976559	0.1314473217	11.8437795662	0.2233973002	45.3227081843	"1.38571425507739e-261"	588.6871747806	2054.1478771564	"1.38571425507739e-261"
"CALM1"	1.5572703593	1189	0.4862075872	0.1314473217	10.1586025948	0.2360555138	24.3840141306	"7.17612778766469e-107"	232.7446785156	594.5801451227	"7.17612778766469e-107"
"P4HB"	3.8929071971	1189	0.7279502265	0.1314473217	10.0489183992	0.5288111279	40.726024335	"6.22110989886269e-228"	511.2525145849	1658.6090581354	"6.22110989886198e-228"
"SLC25A5"	1.8152025131	1189	0.7006400589	0.1314473217	11.3086262613	0.4898968576	19.7297242671	"3.31678111995072e-75"	159.9617733423	389.2620196554	"3.31678111995072e-75"
"PHB"	2.2589509587	1189	0.8268649552	0.1314473217	8.5692059033	0.6822080235	20.8063859239	"2.85922909911572e-82"	176.1943255434	432.905695213	"2.85922909911572e-82"
"PHB"	0.2019613799	1189	0.516474147	0.1314473217	9.5554716231	0.266324857	2.9772186891	0.0029675085	-4.1131514446	8.8638311225	0.0029675085
"S100A11"	3.2570261675	1189	0.4937524942	0.1314473217	11.4962888937	0.2434301247	50.2206518603	"1.84787322765752e-296"	668.932674766	2522.1138732744	"1.84787322765752e-296"
"CTSA"	0.9281187997	1189	0.3999191422	0.1314473217	10.0755348891	0.1597905071	17.6634828406	"3.34673531875853e-62"	130.0938366951	311.9986260589	"3.34673531875853e-62"
"TOMM20"	2.383603891	1189	0.6379087704	0.1314473217	10.1963321755	0.4061448433	28.4539046887	"2.47946396990561e-136"	300.5010438783	809.6246920358	"2.47946396990561e-136"
"CD63"	1.8477574944	1189	0.3447690219	0.1314473217	12.0792924944	0.1188269417	40.7789248272	"2.52586025241225e-228"	512.1532731071	1662.9207100658	"2.52586025241225e-228"
"DNAJB1"	0.8101585882	1189	0.6387596365	0.1314473217	8.5453177597	0.4072283116	9.6582694384	"2.66861010090445e-21"	36.3953283512	93.2821685452	"2.66861010090445e-21"
"SPARC"	2.7864997256	1189	0.6333114446	0.1314473217	11.6790663064	0.4003157246	33.5047157865	"5.67770472135788e-174"	387.093230024	1122.565979931	"5.67770472135788e-174"
"DNAJB1"	1.369826159	1189	0.443923428	0.1314473217	9.9297540413	0.1968272887	23.4893532342	"1.40537745002462e-100"	218.2782012879	551.7497153613	"1.40537745002462e-100"
"UBE2D3"	1.4894291163	1189	0.4523803035	0.1314473217	10.3710747652	0.20438764	25.063446062	"1.06100844061662e-111"	243.851380341	628.1763285004	"1.06100844061662e-111"
"UBE2D3"	1.6652963171	1189	0.463232306	0.1314473217	10.5245376154	0.2142982066	27.367209186	"2.34625270775058e-128"	282.1552345351	748.9641386283	"2.34625270775058e-128"
"UBE2D3"	0.9067633612	1189	0.4915750295	0.1314473217	9.8561946184	0.2412901503	14.0434051427	"1.42853755486919e-41"	82.7609399092	197.2172280021	"1.42853755486919e-41"
"XBP1"	2.1607612541	1189	0.8635135697	0.1314473217	11.6917398529	0.743998047	19.0576411214	"6.83729924351112e-71"	150.0508665912	363.1936851103	"6.83729924351112e-71"
"SPTBN1"	0.6347125445	1189	0.4580919701	0.1314473217	6.8023832139	0.2095745224	10.5476594106	"6.27606855926682e-25"	44.6744955291	111.253119041	"6.27606855926682e-25"
"SPTBN1"	0.5022867185	1189	0.4459866695	0.1314473217	8.6828375905	0.1986586458	8.5732644034	"3.07740420873155e-17"	27.1471733989	73.5008625305	"3.07740420873155e-17"
"LAPTM4A"	1.8940324316	1189	0.4127660418	0.1314473217	11.5650804086	0.1702040258	34.9261532736	"1.22833359995776e-184"	411.6310872492	1219.8361824915	"1.22833359995776e-184"
"RPL32"	2.273995334	1189	0.4218089334	0.1314473217	13.139778752	0.1777315043	41.0351116503	"3.21998617981147e-230"	516.5127069032	1683.8803881516	"3.2199861798122e-230"
"CD81"	1.7934610654	1189	0.3395818376	0.1314473217	11.6253108624	0.1152862564	40.1838406489	"6.46718174719095e-224"	502.0096327313	1614.7410492949	"6.46718174719095e-224"
"UBE2L3"	0.4985067688	1189	0.4528224071	0.1314473217	7.8735067978	0.2047867998	8.3804692813	"1.46775751757033e-16"	25.6051295471	70.232265374	"1.46775751757033e-16"
"PTTG1IP"	1.9422013356	1189	0.3595344512	0.1314473217	11.4731944099	0.129199425	41.106662425	"9.5297654344599e-231"	517.7294286615	1689.7576957211	"9.5297654344599e-231"
"GRN"	2.5529472195	1189	0.4108465141	0.1314473217	10.615039557	0.1686271621	47.2962087424	"9.02274712761482e-276"	621.3297332419	2236.9313614016	"9.02274712761482e-276"
"HMGB1"	2.4215512117	1189	0.5571185731	0.1314473217	10.6332554672	0.3098477132	33.0954102504	"6.66197485576151e-171"	380.0312321378	1095.3061796413	"6.66197485576151e-171"
"HMGB1"	1.9254975989	1189	0.4033830511	0.1314473217	12.1081668957	0.1625658858	36.3309314608	"3.58767325688284e-195"	435.8698628141	1319.9365808096	"3.58767325688284e-195"
"GLO1"	0.9130442553	1189	0.476405326	0.1314473217	10.9273012267	0.2266441018	14.5904227709	"1.7330639693981e-44"	89.4458269998	212.8804366345	"1.7330639693981e-44"
"UBE2L3"	2.2140246411	1189	0.462373542	0.1314473217	10.1294410133	0.2135053827	36.4524140248	"4.41156349403645e-196"	437.9642153451	1328.7784882338	"4.4115634940367e-196"
"UBE2L3"	1.6377879207	1189	0.3493168481	0.1314473217	9.5593689267	0.1219753706	35.6754819616	"2.93995664543126e-190"	424.5642662206	1272.7400131938	"2.93995664543126e-190"
"UBE2L3"	0.364302081	1189	0.3621932793	0.1314473217	8.1136179526	0.1311134186	7.6539626736	"4.0068846595329e-14"	20.0766863404	58.5831446088	"4.0068846595329e-14"
"SFRS11"	-0.0912902677	1189	0.4311551583	0.1314473217	5.2840790194	0.1856829081	-1.6117095327	0.1072898705	-7.2326995571	2.5976076178	0.1072898705
"SFRS11"	0.9463524799	1189	0.5214602406	0.1314473217	10.4048898862	0.2714867282	13.8174175296	"2.17104174126749e-40"	80.0525191166	190.921027186	"2.17104174126749e-40"
"SF3B3"	0.4119020747	1189	0.4458563449	0.1314473217	8.9865730429	0.1985427169	7.0325893341	"3.40787974742101e-12"	15.7096408846	49.4573127424	"3.40787974742101e-12"
"SF3B3"	0.0455547439	1189	0.2796311466	0.1314473217	7.0502893641	0.0782598912	1.2388315229	0.2156517682	-7.7634741649	1.5347035421	0.2156517682
"EEF1G"	2.1448530026	1189	0.374378067	0.1314473217	12.8668514399	0.1400652032	43.5994151802	"4.62592310523966e-249"	559.8703074093	1900.9090040512	"4.62592310523966e-249"
"HSPA9"	-0.0943429574	1189	0.3049332738	0.1314473217	7.281018093	0.0930124123	-2.3533541641	0.0187666065	-5.7666974645	5.5382758216	0.0187666065
"HSPA9"	1.2034194624	1189	0.493831599	0.1314473217	10.3959253193	0.2435080456	18.5527645006	"1.05607214699691e-67"	142.7264036677	344.2050706164	"1.05607214699691e-67"
"HSPA9"	1.7837188607	1189	0.5289901473	0.1314473217	9.3308703682	0.2793760919	25.6732023665	"4.53337820257022e-116"	253.8990415206	659.1133197489	"4.53337820257022e-116"
"YWHAQ"	2.0146248571	1189	0.5887656362	0.1314473217	11.1336365839	0.3460179191	26.0551244337	"8.02444073783982e-119"	260.2278929701	678.8695092567	"8.02444073783982e-119"
"DDX24"	1.4868181537	1189	0.3442887824	0.1314473217	9.8724672785	0.1184968837	32.8588718853	"3.95149901183112e-169"	375.9516770524	1079.7054615777	"3.95149901183112e-169"
"PPP2R1A"	1.5141951544	1189	0.3983659251	0.1314473217	9.8057190337	0.1585537996	28.9295570202	"7.66089693485435e-140"	308.5750918212	836.9192693864	"7.66089693485435e-140"
"GSN"	1.4276639834	1189	0.6303872383	0.1314473217	10.9288457643	0.3966299534	17.245727023	"1.13488744317160e-59"	124.2843552018	297.4151005503	"1.13488744317160e-59"
"HK1"	1.1553125429	1189	0.3567602163	0.1314473217	10.8423112381	0.1272173878	24.6419181052	"1.06517222201391e-108"	236.9490383997	607.2241279022	"1.06517222201391e-108"
"KDELR2"	2.5122302419	1189	0.5648642358	0.1314473217	9.6997801136	0.3185157673	33.864309908	"1.13931297834306e-176"	393.2996523964	1146.7914855452	"1.13931297834306e-176"
"KDELR2"	1.7139297545	1189	0.5302934815	0.1314473217	10.0351792894	0.2807531265	24.6081506132	"1.85002697487378e-108"	236.3977342811	605.5610766011	"1.85002697487378e-108"
"KDELR2"	1.9335287596	1189	0.6233507592	0.1314473217	10.5805750693	0.3878308377	23.6198821046	"1.71783138020866e-101"	220.3768538085	557.8988306328	"1.71783138020866e-101"
"NPC2"	1.9111555575	1189	0.4318836393	0.1314473217	10.9846218938	0.1863099916	33.6841988981	"2.55767657422316e-175"	390.1908240972	1134.6252554053	"2.55767657422316e-175"
"DDX24"	0.7434538165	1189	0.7014753418	0.1314473217	8.8884529107	0.4910649956	8.0711006834	"1.68839500617276e-15"	23.1960110635	65.1426662408	"1.68839500617276e-15"
"DYNLL1"	2.8159509511	1189	0.4562621003	0.1314473217	10.8861282471	0.207905695	46.9829358696	"1.56896010360454e-273"	616.1749389491	2207.3962629254	"1.56896010360454e-273"
"LITAF"	1.124065125	1189	0.4898260942	0.1314473217	10.6977183547	0.2395781765	17.4709332599	"4.95789584791225e-61"	127.4059303208	305.2335089708	"4.95789584791225e-61"
"EEF1B2"	2.2742303725	1189	0.5163520784	0.1314473217	11.7893742341	0.2661991071	33.5335410839	"3.45114372050945e-174"	387.5906785695	1124.4983776274	"3.45114372050945e-174"
"LITAF"	1.3803677705	1189	0.5085039296	0.1314473217	10.0170899251	0.258176659	20.6673398477	"2.39134471656601e-81"	174.0746571109	427.1389363789	"2.39134471656601e-81"
"PRKCSH"	2.2915513944	1189	0.5427711637	0.1314473217	9.0848118598	0.2941079035	32.1458203099	"8.66816218677068e-164"	363.6633220654	1033.3537633994	"8.66816218677068e-164"
"GOT2"	-0.1213108245	1189	0.4348331992	0.1314473217	10.1686174362	0.1888598219	-2.1236259579	0.0339069251	-6.2790167808	4.509787209	0.0339069251
"FKBP1A"	2.259349089	1189	0.4399152694	0.1314473217	10.2860681842	0.1932938729	39.095120217	"7.96005838462448e-216"	483.3939289618	1528.4284247803	"7.96005838462402e-216"
"ACADVL"	1.0939154734	1189	0.5078186596	0.1314473217	10.032265377	0.2574820024	16.4005565125	"1.15402303125251e-54"	112.7907631134	268.9782539207	"1.15402303125251e-54"
"SKP1"	1.4432214769	1189	0.5520904284	0.1314473217	10.0840757671	0.304284855	19.9040325438	"2.45156962542515e-76"	162.560913026	396.1705115065	"2.45156962542515e-76"
"MAPRE1"	1.0488165627	1189	0.5491826971	0.1314473217	8.0441201368	0.3010909194	14.5411571035	"3.19601713719315e-44"	88.8364157246	211.4452499078	"3.19601713719315e-44"
"MAPRE1"	0.9613356876	1189	0.4427206286	0.1314473217	10.800356061	0.1957635883	16.5294104857	"2.03608560553744e-55"	114.5198935647	273.2214110043	"2.03608560553744e-55"
"OS9"	1.2541289034	1189	0.3063265462	0.1314473217	10.7782336165	0.0938618641	31.1419532175	"2.77246340362738e-156"	346.3973900602	969.8212501997	"2.77246340362738e-156"
"RPL13A"	1.6917157335	1189	0.4680267717	0.1314473217	12.3124143514	0.2187515642	27.5169353438	"1.88515746448524e-129"	284.6738418023	757.181730715	"1.88515746448524e-129"
"RPL13A"	3.1046396681	1189	0.455471629	0.1314473217	13.1606709354	0.2071868571	51.8893654076	"4.47977919277281e-308"	695.6578384007	2692.5062424044	"4.47977919277281e-308"
"RPL7"	2.1524671852	1189	0.4625536718	0.1314473217	13.0668698356	0.2136715593	35.4251288106	"2.21818032371333e-188"	420.2439847231	1254.9397512472	"2.21818032371345e-188"
"SKP1"	1.6912048815	1189	0.5447245765	0.1314473217	11.6438956853	0.2962267448	23.6391768072	"1.25862010787548e-101"	220.6874336837	558.8106801218	"1.25862010787548e-101"
"SKP1"	-0.710028401	1189	0.5030099342	0.1314473217	8.8654078993	0.25263376	-10.7467782161	"8.90508212508115e-26"	46.6112543832	115.4932420256	"8.90508212508115e-26"
"ACTR1A"	0.7613654728	1189	0.4115414884	0.1314473217	8.7210539201	0.1691972244	14.0813670583	"9.01661268220379e-42"	83.2189988921	198.2848982308	"9.01661268220379e-42"
"ACTR1A"	1.1778716898	1189	0.3208218957	0.1314473217	9.2965811302	0.10292912	27.9303972306	"1.7569647649249e-132"	291.6444608468	780.1070894567	"1.7569647649249e-132"
"CAPRIN1"	0.8674768763	1189	0.6794695651	0.1314473217	8.9277170246	0.4607547198	9.7223503967	"1.49173547768085e-21"	36.9711952945	94.524097237	"1.49173547768085e-21"
"CAPRIN1"	2.3307676027	1189	0.5423526315	0.1314473217	10.0843796963	0.2936549173	32.7211525488	"4.25472336311233e-168"	373.5770901152	1070.6738241199	"4.25472336311233e-168"
"RPL10"	-0.7404654303	1189	0.2709004115	0.1314473217	6.5922519088	0.0734657605	-20.7831109847	"4.08177109038411e-82"	175.8390497153	431.9377022008	"4.08177109038411e-82"
"RPL10"	2.4550920787	1189	0.4167383566	0.1314473217	12.9842062819	0.1734905679	44.8412911729	"4.246193856901e-258"	580.6651025783	2010.7413940533	"4.246193856901e-258"
"PPP1CC"	1.1684994359	1189	0.4240099	0.1314473217	10.7160724692	0.179588315	20.9767270785	"2.10070138167386e-83"	178.8000860909	440.0230789271	"2.10070138167386e-83"
"ACTR2"	0.824383914	1189	0.6127892273	0.1314473217	9.2129776341	0.3748090263	10.2440749395	"1.16354439524309e-23"	41.7796368782	104.9410713666	"1.16354439524309e-23"
"ACTR2"	2.1212077062	1189	0.4574697801	0.1314473217	10.6869385895	0.2090063404	35.2981321098	"1.98893150248735e-187"	418.0521121954	1245.9581304376	"1.98893150248713e-187"
"ACTR2"	2.7860117816	1189	0.5807757037	0.1314473217	9.0487229676	0.3366974982	36.5267693666	"1.22337731789280e-196"	439.2459089971	1334.20488036	"1.22337731789273e-196"
"PTP4A1"	-0.7778957683	1189	0.7088779655	0.1314473217	7.4034750736	0.5014783447	-8.3568686397	"1.77335015260848e-16"	25.4185021483	69.8372534618	"1.77335015260848e-16"
"PTP4A1"	-0.4375759175	1189	0.4385158323	0.1314473217	7.7253967465	0.192067739	-7.5958163973	"6.15819997775739e-14"	19.6537599172	57.6964267414	"6.15819997775739e-14"
"PTP4A1"	-0.5421060215	1189	0.5519699195	0.1314473217	9.7417246366	0.3041521495	-7.4780272744	"1.45789836998746e-13"	18.8060028071	55.9208919162	"1.45789836998746e-13"
"PTP4A1"	0.8497421892	1189	0.5974660607	0.1314473217	7.4670146626	0.3563119816	10.8297947677	"3.91101273568272e-26"	47.4275386611	117.2844547108	"3.91101273568272e-26"
"ARF3"	0.5091622676	1189	0.4107219886	0.1314473217	9.8916974097	0.1685251201	9.4356570556	"1.96295646140073e-20"	34.4201822145	89.0316240701	"1.96295646140073e-20"
"NACA"	2.4867202342	1189	0.4166010138	0.1314473217	12.1861543313	0.1733764103	45.4339173101	"2.17626686417299e-262"	590.5370944923	2064.2408421392	"2.17626686417299e-262"
"GPX1"	1.8666446647	1189	0.4717687181	0.1314473217	10.6397049399	0.2222591455	30.121742508	"1.10904189809351e-148"	328.9087823207	907.3193717162	"1.10904189809351e-148"
"PGK1"	1.6596788164	1189	0.8113114179	0.1314473217	9.1664050104	0.6567943955	15.5796461725	"5.9421767644978e-50"	101.9794385589	242.7253748604	"5.9421767644978e-50"
"PGK1"	1.6960098515	1189	0.6337169353	0.1314473217	10.9590165459	0.4008281659	20.3796871743	"1.89496844072414e-79"	169.7110266682	415.3316493215	"1.89496844072414e-79"
"SUMO3"	1.3376786126	1189	0.6533221291	0.1314473217	8.1561074061	0.4259956441	15.5918433479	"5.07085824616165e-50"	102.1374200729	243.1055789865	"5.07085824616165e-50"
"SUMO3"	0.9667162041	1189	0.4418745956	0.1314473217	10.7030913537	0.1950171245	16.6537055792	"3.78943969704876e-56"	116.1958747814	277.34590952	"3.78943969704876e-56"
"RPS27"	2.3369795147	1189	0.4333014645	0.1314473217	12.6523650463	0.1875335045	41.0547800024	"2.30401779014696e-230"	516.8472039714	1685.4949610489	"2.30401779014696e-230"
"TPP1"	0.411055693	1189	0.4974720934	0.1314473217	9.5015146915	0.24710756	6.290800458	"4.42622892841530e-10"	10.943825404	39.5741704029	"4.42622892841530e-10"
